"id","created_time","message","story"
"529","2013-12-24T07:39:06+0000","I would pay so much money to watch the Harlem Globetrotters change a baby.",""
"530","2013-06-02T17:06:13+0000","What's the point of going into space if you're just going to turn around and come back? Did the kids act up?",""
"531","2016-07-09T09:54:25+0000","Whether a Vacuum is on or off, it's always collecting dust.",""
"532","2015-03-01T12:53:18+0000","Vodka mixes well with everything...except decisions.",""
"533","2016-10-15T04:02:37+0000","I'm CDO, it's like OCD but it's in the right order like it should be",""
"534","2015-03-12T13:50:07+0000","I disagree with Folgers. The best part of waking up is that you didn't die in your sleep.",""
"535","2012-10-09T04:45:34+0000","Men are like parking spots: The good ones are taken, and the rest are handicapped.",""
"536","2013-09-05T17:43:26+0000","Every selfie posted should come stamped with a number like limited edition prints. ""Attempt 14 of 25"".",""
"537","2010-08-11T05:46:46+0000","I have noticed that nothing I have never said ever did me any harm.",""
"538","2012-04-13T18:26:38+0000","A new sex study shows the 'doggie position' most used married sex position. Husband sits up and begs. Wife rolls over and plays dead.",""
"539","2011-06-16T00:38:51+0000","What's meant to be will always find a way.",""
"540","2013-05-27T12:44:30+0000","My screensaver is a screenshot of a bunch of spreadsheets so my boss doesn’t notice when I haven’t moved my mouse in an hour.",""
"541","2010-01-21T02:56:13+0000","Only in math problems can you buy 60 cantaloupes and nobody asks what the hell is wrong with you.",""
"542","2012-11-20T02:28:43+0000","The only way I'm going to make a mark on the world is if I take a Sharpie to a globe.",""
"543","2015-08-15T21:06:13+0000","If you stole a cigarette from your dad and he made you smoke a whole pack while he watched, I hope he never caught you stealing a playboy.",""
"544","2015-01-08T13:56:27+0000","Men are like mascara, they usually run at the first sign of emotion.",""
"545","2016-05-12T05:25:26+0000","If you need a celebrity to tell you to vote, you probably shouldn’t vote.",""
"546","2015-03-11T18:47:17+0000","My parents always told me to never give up on my dreams. That's probably why I typically sleep past noon.",""
"547","2015-08-17T21:05:24+0000","Shall I compare thee to a Summer's Eve? For thou art a douche.",""
"548","2011-04-17T12:43:26+0000","Banning us to the couch is not as bad as you believe it is ladies. It makes us feel manly. Like we’re camping. With an angry bear close by.",""
"549","2015-12-17T05:17:09+0000","I farted on my wallet. Now I have gas money.",""
"550","2013-10-02T17:28:38+0000","The world cant end on Saturday....my milk expires on Sunday. O.O",""
"551","2010-05-14T20:25:38+0000","What if the only reason you can't pass through a mirror is because you are blocking yourself?",""
"552","2013-03-15T03:34:43+0000","Who decided to call them conjugal visits instead of guilty pleasures?",""
"553","2012-07-26T16:03:50+0000","Never trust a person who speaks in absolutes.",""
"554","2013-07-09T01:02:36+0000","Do you think woodpeckers get headaches?",""
"555","2013-06-20T07:56:08+0000","Ladies, if you suspect your man of cheating and you know where the ""mystery"" woman lives... drive by the house and if the WiFi connects you have your answer.",""
"556","2015-02-17T04:08:14+0000","Well that sucks. I go to all the trouble of kidnapping a Girl Scout and she doesn't even know how to make the cookies!",""
"557","2011-02-13T03:04:54+0000","Been reading up on the thesaurus lately because a mind is a terrible thing to garbage",""
"558","2014-12-27T06:35:12+0000","The male version of a tramp stamp should be called a douche tag.",""
"559","2015-12-27T03:41:59+0000","People who work on their tablets all day and play games all night are burning the Kindle at both ends.",""
"560","2015-06-27T09:36:05+0000","My friend said the Chinese take care of aging family members. Hope so! Dropping the mother in law off with her suitcase at PF Chang's later.",""
"561","2010-09-13T10:05:39+0000","Hey officer, why did you stop me? Just an hour ago, you said that you never wanted to see me again.",""
"562","2013-12-19T23:04:54+0000","I'm thinking about moving to Alabama just so I don’t have to keep scrolling through all those other states when I sign up for websites.",""
"563","2012-02-14T01:29:20+0000","Monday is an awful way to spend 1/7th of your life.",""
"564","2010-08-10T04:53:34+0000","""Hold your breath it gets better."" - Aladdin/David Carradine.",""
"565","2010-02-07T07:13:29+0000","If we elect Donald Trump president, there will be hell toupee.",""
"566","2014-03-13T23:40:55+0000","1,000,000 sperm and you were the fastest?",""
"567","2014-08-12T11:06:17+0000","How do deaf people know if someone is screaming or yawning?",""
"568","2015-11-14T09:03:24+0000","Sometimes I wish I could appear offline in real life too",""
"569","2015-05-13T07:38:19+0000","Id rather be hurt by the truth. Than protected by a lie",""
"570","2013-02-25T15:13:00+0000","I just made a voodoo doll of myself. Can someone take it to the gym?",""
"571","2010-03-20T23:26:19+0000","95% of all Fords sold in the last 20 years are still on the road today. The other 5% actually made it home.",""
"572","2016-09-23T22:54:20+0000","Up until now, I thought ""twerking"" was short for ""networking."" Needless to say, today's business lunch was awkward.",""
"573","2014-05-07T14:57:18+0000","My life is an open book. Of course, I have it dog-eared to the page I want you to see, but still.",""
"574","2014-05-23T11:33:45+0000","There's so much cleavage on Telemundo that my baby thinks it's The Food Network.",""
"575","2010-03-24T21:53:42+0000","You say pervert stalker. I say unpaid private investigator.",""
"576","2015-09-25T06:47:08+0000","You think you have a tough job? I clean the windows on automatic doors.",""
"577","2011-08-11T20:22:25+0000","Golf is such a strange game. You shout four, shoot six, and write down five.",""
"578","2011-10-22T17:47:38+0000","Facebook is just like my refrigerator. I check it every 10 minutes and yet there's nothing new.",""
"579","2010-12-08T13:05:44+0000","If you're an atheist, who do you thank that it is Friday?",""
"580","2011-11-10T01:29:26+0000","Two questions. Why was she making milkshakes in the yard, and was there not a Dairy Queen in their town?",""
"581","2013-03-06T04:03:37+0000","I eat tacos over a tortilla. So when stuff falls out...BOOM! Another Taco.",""
"582","2014-01-19T20:33:50+0000","I wonder if Eric Clapton really thought she looked wonderful or if it was just the 27th outfit she'd tried on & he didn't want to be late to the party.",""
"583","2010-01-26T06:16:03+0000","Finding out your ex got fat is like finding 20 bucks in your pocket. Not life changing but definitely puts a smile on your face.",""
"584","2015-05-11T07:47:11+0000","Dear Microsoft: If you had called your search engine Bang instead of Bing, you'd have destroyed Google. What would you rather say? ""I just Googled Catherine Zeta Jones"" or ""I just Banged Catherine Zeta Jones""?",""
"585","2015-01-25T05:59:47+0000","I do what the little voices inside my wife's head tell me to do.",""
"586","2015-12-03T22:35:07+0000","I believe that if you love something, you should let it go. This is why you should never let me hold your baby.",""
"587","2016-06-11T09:38:06+0000","Just saw a sign that said: free to a good home-young cat-speaks spanish. El meow-o?",""
"588","2016-10-10T00:14:32+0000","Just watched the new Star war trailer. My father has it, I have it, my sister has it and you have it too. To me it sounds more like a herpes commercial.",""
"589","2016-09-21T11:31:47+0000","I saw a sign that said ""watch for children"" and I thought, ""That sounds like a fair trade""",""
"590","2016-07-13T15:52:56+0000","When you say ""9 out of 10 forest fires are caused by humans"" all I hear is ""There is a bear out there who knows how to use matches"".",""
"591","2014-03-05T17:15:33+0000","Worrying is like a rocking chair. It gives you something to do, but doesn’t get you anywhere.",""
"592","2014-06-07T12:53:51+0000","The original creator of the phrase “common sense” surely didn’t know many people.",""
"593","2016-09-17T03:46:08+0000","Sometimes I have to go outside to get signal on my phone for Facebook so yes, you could describe me as ""outdoorsy.""",""
"594","2013-08-17T11:28:47+0000","A critic is a legless man who teaches other people to run.",""
"595","2010-09-12T20:11:58+0000","Just found out What the Braille on the drive-thru ATM actually says, ""Move to the passenger seat""",""
"596","2010-11-23T01:05:48+0000","I just hit a pothole so hard Siri developed a stutter.",""
"597","2014-10-14T02:44:04+0000","I want to make a ""Girls of Twitter"" calendar but sadly most of them would most likely be men. :(",""
"598","2015-08-22T12:10:47+0000","I saw a poor old lady fall down on the sidewalk this morning. At least I think she was poor. She only had $1.20 in her purse.",""
"599","2010-11-13T00:24:27+0000","69% of people are able to find something dirty in every sentence.",""
"600","2015-04-03T14:45:52+0000","I got kicked out of my Community Theater group when the director asked to see me limp. How was I to know he was talking about walking?",""
"601","2012-09-08T06:28:55+0000","Dear radio stations, instead of 40 minutes of commercial free music, how about 5 minutes of good music?",""
"602","2014-08-01T01:24:07+0000","I have a hunch that my posture is not the best.",""
"603","2011-11-18T13:13:51+0000","Does anyone else find it ironics that the main official sponsors of the 2012 Olympics are McDonalds and Coca Cola?",""
"604","2010-03-11T15:44:55+0000","I'm at an age where when I see a guy with a hot body and I think, ""Man, I just want to place a sleeping infant in those arms and go take a nap.""",""
"605","2012-09-02T17:19:12+0000","It's not a birthing video. It's bornography.",""
"606","2012-09-16T13:33:15+0000","When I was a kid, my father convinced me that the ice cream truck only played music when it was sold out....Well played Dad, well played.",""
"607","2010-07-06T19:05:23+0000","I wish my wallet came with free refills.",""
"608","2015-05-11T11:36:37+0000","Sure vitamins are expensive but at least there's no proof that they work.",""
"609","2014-01-23T23:12:33+0000","As a kid I was less concerned about Goldilock's safety than I was about Mama and Papa bear not sleeping in the same bed anymore.",""
"610","2014-12-19T04:41:23+0000","I just got the results of my IQ test. It came back negative.",""
"611","2011-06-10T06:02:23+0000","I like to think I've taught Capital One a valuable lesson about handing out credit cards to just anybody.",""
"612","2016-04-21T11:55:37+0000","Aren't they Middle-Age Mutant Ninja Turtles now?",""
"613","2015-10-25T05:10:58+0000","My wife said she needed some ""alone time"". So I made her a Myspace account.",""
"614","2013-10-21T14:20:09+0000","When you're young and you cuss, people to tell you not to use foul language because only adults can, but when you're older and you cuss, people tell you to ""grow up!""",""
"615","2013-06-07T21:05:18+0000","I bet turtles have one hell of a farmers tan.",""
"616","2016-07-13T04:23:14+0000","I'm not saying she was stupid, but I asked her how to spell Mississippi and she said 'the river or the state?'",""
"617","2016-12-18T17:07:39+0000","Diet tip: your pants will never get too tight if you don’t wear any.",""
"618","2011-01-09T23:30:53+0000","Happiness is using an ATM and finding a receipt left behind by someone with an account balance lower than yours.",""
"619","2016-02-10T19:27:49+0000","Instead of calling it the John, I call my bathroom the Jim. That way I can say I go to the Jim every morning.",""
"620","2014-12-27T05:46:30+0000","If swimming is such great cardio, explain manatees.",""
"621","2015-12-27T07:51:45+0000","And with the first overall pic of the Rapture Draft, God selects...Macho Man Randy Savage. Ooohhhh yeeaaahhhhhh",""
"622","2014-08-12T11:12:30+0000","So far the ""couch"" part of couch-to-5k is easily my favorite.",""
"623","2010-10-20T08:17:31+0000","Dear Axe body spray, Please put a suggested serving size on your bottles. Sincerely, choking girls everywhere",""
"624","2013-02-26T00:06:40+0000","If you never set it, you always have the excuse, ""I overslept because the alarm didn't go off.""",""
"625","2012-02-01T20:38:17+0000","Thought I'd go back through and delete some of what I think are pretty idiotic status updates... Can I have your password?",""
"626","2012-06-20T07:35:06+0000","It's so hard being a single mom when you have no kids and are a male teenager.",""
"627","2013-03-07T11:01:58+0000","What if dogs bring the ball back because they think you enjoy throwing it?",""
"628","2015-04-07T01:34:33+0000","Relationship goals: a relationship",""
"629","2016-02-20T18:01:20+0000","Sö î hèãrd ÿôū łìkê gùÿš wįth áćçėñtś?",""
"630","2016-10-27T20:46:02+0000","Impotence is nature's way of saying ""no hard feelings"".",""
"631","2012-04-07T22:19:19+0000","Life is way more exciting in your forties. At any point you could sneeze wrong and end up getting emergency back surgery.",""
"632","2012-12-18T13:58:26+0000","So @NASA has found Tatooine; I wish they would find the planet that Jar Jar Binks is from so I can delete it from my sat nav.",""
"633","2013-07-08T15:36:30+0000","1% of battery life remaining? Challenge accep",""
"634","2015-02-25T11:26:20+0000","The documentary on Edgar Allen Poe should be named ""That's So Raven"".",""
"635","2016-10-16T08:51:25+0000","Call me a lightweight, but I get drunk on one beer. The trouble is, I can't remember if it's the ninth or tenth beer.",""
"636","2010-07-03T02:21:52+0000","You know you drank too much when you went to bed with Marilyn Monroe but woke up with Marilyn Manson.",""
"637","2010-06-24T14:16:11+0000","Lazy is a strong word. I prefer to say that the stars are reaching for me.",""
"638","2013-08-23T11:28:56+0000","I just realized I’ll never be a Lawyer because I can’t pass a bar.",""
"639","2010-01-22T15:09:39+0000","I can't afford to go on a vacation, so I'm just going to drink until I don't know where I am.",""
"640","2016-09-17T19:16:35+0000","Just found this new app that tells you which of your family members are racist. It's called Facebook.",""
"641","2012-12-23T10:23:02+0000","If you think nobody cares if you're alive, try missing a couple of payments",""
"642","2016-03-21T02:07:56+0000","When someone yells stop, I don't know if it is in the name of love, it's hammertime, or if I should collaborate and listen.",""
"643","2013-12-24T15:32:08+0000","I don't know why I look in the back seat of my car when I get in at night.Like the killer is going to scream 'Oh crap! you saw me, retreat!",""
"644","2016-05-10T12:42:06+0000","On the whole, human beings want to be good, but not too good and not all the time.",""
"645","2014-05-08T01:17:29+0000","I wish juice boxes were more socially acceptable.",""
"646","2013-08-15T10:54:05+0000","When you put your hand out the window on the highway, make sure you're making a fist. That way, when a bug hits your hand, you're actually punching it at 70 mph.",""
"647","2014-04-14T20:43:21+0000","The best way to ""baby proof"" your house is to wear a condom.",""
"648","2014-01-18T07:21:02+0000","Ban pre-shredded cheese. Make America grate again.",""
"649","2010-01-13T00:51:31+0000","This movie has ""adult content""? So, they're gonna complain about back pains and setting up a 401k?",""
"650","2016-02-08T12:18:22+0000","Ugly people with great bodies should be required to wear a sign on their back with a picture of their face on it.",""
"651","2013-12-18T01:00:32+0000","The most terrifying thing a woman can say to me is ""notice anything different?""",""
"652","2014-02-02T20:49:56+0000","Lord Voldemort doesn't have friends. He has followers. That's why he is on Twitter and not Facebook.",""
"653","2014-04-15T08:50:32+0000","When I get a headache, I take 2 aspirins and keep away from children, just like the bottle says.",""
"654","2016-03-19T06:16:18+0000","Football: 22 people on the field desperately in need of rest and 75,000 in the stands desperately in need of exercise.",""
"655","2011-10-14T15:05:27+0000","Due to the economic crisis and ever increasing price of food, the 3 second rule has now been increased to 6.",""
"656","2011-04-16T12:50:23+0000","If I had a British accent, I'd never shut up.",""
"657","2011-06-08T10:42:29+0000","How do you get holy water? Burn the Hell out of it.",""
"658","2016-12-12T17:40:57+0000","Birth control pills are like cute little advent calendars for a really terrible holiday.",""
"659","2011-10-03T11:41:51+0000","Some days you're the Titanic, some days you're the iceberg, and some days you're the guy who jumped off and hit a propeller on the way down....",""
"660","2013-01-24T01:03:02+0000","Success is like a fart. It only bothers people when it's not their own.",""
"661","2012-05-01T06:20:53+0000","What do we want? CLICKBAIT When do we want it? The answer will shock you.",""
"662","2016-06-27T10:22:19+0000","Down on yourself for being lazy? Keep in mind the Greeks believed their GODS lived atop a very hikeable mountain and no one went to check.",""
"663","2016-08-26T13:26:39+0000","I think it's time I came out the closet! Looks like I've won this game of hide & seek.",""
"664","2016-01-13T12:38:49+0000","Thorough research is the key to quality reporting. Read the ENTIRE Wikipedia article before writing your story.",""
"665","2016-02-07T04:08:12+0000","You want scary? I'm going to be with my in-laws for Halloween.",""
"666","2010-01-16T19:35:51+0000","Realizing his terrible mistake, Judas bitterly hurled his half-eaten Klondike bar into the sea.",""
"667","2013-03-26T09:04:39+0000","I finally found a diet plan that works! It's called 'The Cost of Food'.",""
"668","2016-01-24T12:01:09+0000","I have always wanted to start a brand of Christian themed lollipops and call them Catho-licks.",""
"669","2016-12-23T15:03:00+0000","I really worry about which selfie my family would put on the news if I ever went missing.",""
"670","2016-06-14T10:21:15+0000","A man was hospitalized with 6 plastic horses up his butt. The doctor described his condition as stable.",""
"671","2015-01-13T15:05:46+0000","If my wife was a transformer her name would be Amazon Prime.",""
"672","2011-07-25T07:51:57+0000","Earth first...We will mine the other planets later.",""
"673","2016-01-12T22:50:56+0000","Women's ass size study: There is a new study about women and how they feel about their asses, the results were pretty interesting. 30% of women think their ass is too fat, 10% of women think their ass is too skinny, the remaining 60% say they don't care, they love him, he is a good man, and wouldn't trade him for the world... ..............................",""
"674","2015-07-06T07:16:32+0000","Santa Clause has the right idea. Visit people once a year.",""
"675","2010-02-03T08:24:15+0000","I now own an EpiPen. My friend gave it to me when he was dying. It seemed really important to him that I have it.",""
"676","2011-10-15T04:19:00+0000","When the earthquake hit DC, the only person who didn't panic was Monica Lewinsky. She was already underneath a desk.",""
"677","2010-01-15T12:11:42+0000","I’ve finally worked up the courage to tell you how I feel. I feel hungry.",""
"678","2011-08-08T14:45:12+0000","Men are a bit like spiders. They are bound to have sticky hands after being on the web.",""
"679","2014-06-13T00:48:10+0000","Gambling addiction hotlines would be so much more effective if every 10th caller was a winner.",""
"680","2012-12-23T22:45:19+0000","I got gas yesterday for $1.39! too bad it was only from taco bell.",""
"681","2012-02-15T18:50:22+0000","The best person for a job is generally the one that understands it enough to not want it.",""
"682","2015-10-22T06:39:28+0000","Ikea: Legos for adults",""
"683","2012-11-01T14:55:44+0000","Sorry I shot your minivan, but it's hunting season and it had antlers.",""
"684","2013-10-27T05:39:29+0000","Protons have mass? I didn't even know they were Catholic...",""
"685","2016-04-18T07:55:36+0000","New camo condoms! She'll never see you coming again.",""
"686","2016-10-15T02:02:39+0000","Kid's Choice Awards are a great reminder why children aren't allowed to vote.",""
"687","2014-10-20T12:03:52+0000","There is a gym called Anytime Fitness. I choose 2030.",""
"688","2010-07-12T07:19:34+0000","When accountants go insane, do they start to hear invoices?",""
"689","2013-01-05T05:07:35+0000","Everyone should believe in something. I believe I will have another beer.",""
"690","2011-08-20T18:36:33+0000","Do you ever get the feeling that you're being watched? Because if it's bothering you, I'll stop...",""
"691","2014-02-13T23:25:44+0000","I like to think of bread as really bland cake.",""
"692","2011-12-16T15:25:16+0000","Facebook should launch it's own law enforcement. Grammar Police: To Correct and Serve!",""
"693","2011-11-16T20:52:15+0000","We could end world hunger with the amount of crumbs that come from Nature Valley Bars.",""
"694","2012-11-08T22:29:27+0000","What’s my type? Someone who is supportive. Someone who is warm. Someone I can just curl up and relax with. Wait I’m describing my bed again.",""
"695","2011-09-06T10:04:15+0000","My mother in law asked me to join her LinkedIn network, which pretty much means I have to stay away from the entire internet for the rest of my life.",""
"696","2016-06-27T22:15:38+0000","If you don't pay your exorcist, do you get repossessed?",""
"697","2013-04-16T04:27:16+0000","Saturday mornings without cartoons is now officially called ""Sadurday""",""
"698","2014-09-08T19:25:45+0000","Let my little brother take my paddle to school for show and tell. Mom called to tell me he got sent home for ""trying to haze the red headed kids at recess.""",""
"699","2014-07-09T22:44:22+0000","Sometimes I miss being in a relationship, but then I look at my wallet and I feel alright again.",""
"700","2012-03-19T03:07:49+0000","If Internet Explorer is brave enough to ask to be your default browser, you're brave enough to ask that girl out.",""
"701","2014-01-11T03:36:08+0000","I accidentally ate a ball of wasabi the size of a marble and now I can smell math.",""
"702","2012-01-11T06:31:40+0000","Just about the time when you think you can make ends meet, somebody moves the ends.",""
"703","2010-08-27T15:01:29+0000","Just once, I wish WebMD would tell me ""relax...it's only gas"".",""
"704","2013-10-27T20:32:45+0000","Campaign spending in Iowa can't be a good measure because if that were true Flo the Progressive lady would have won.",""
"705","2010-07-01T06:46:51+0000","The last couple of days I've been feeling really empty inside.....these new laxatives are working wonders!",""
"706","2010-11-05T00:05:34+0000","A jealous woman does better research than the FBI.",""
"707","2010-12-20T04:39:59+0000","I'll never understand why the guy that invented braille didn't just put the dots in the shape of the actual letters.",""
"708","2016-10-02T21:15:31+0000","I love watching The Simpsons. They never get old.",""
"709","2015-03-04T08:51:22+0000","It’s hard to explain puns to kleptomaniacs… because they always take things literally",""
"710","2011-06-03T19:31:45+0000","My dog ate a condom yesterday. Now try explaining THAT to the vet as it's hanging halfway out of his butt!",""
"711","2012-02-05T13:57:47+0000","I don’t make mistakes, I date them.",""
"712","2010-02-16T00:41:45+0000","I always find the ""easy-open tab"" right after I finally manage to tear the package open with my teeth.",""
"713","2011-03-16T06:09:56+0000","Feeling pretty clever that I made my emergency contact ""911""",""
"714","2014-12-25T07:48:51+0000","Walmart is like a zoo for humans to watch other humans.",""
"715","2015-10-03T05:24:16+0000","""I"" before ""e"" except after ""Old MacDonald had a farm""",""
"716","2014-05-12T22:49:27+0000","When I think of you I touch myself. On my temples. You give me a migraine.",""
"717","2013-07-01T11:11:55+0000","The NAACP: Now with no artificial colors.",""
"718","2014-09-20T16:36:03+0000","The ""Terms and Conditions"" could hold the cure to cancer, but nobody would know, because we never read it!",""
"719","2014-02-02T10:33:18+0000","Hard work never killed anyone, but why risk it?",""
"720","2015-04-16T04:08:00+0000","Starbucks at 8am closely resembles the waiting room at a methadone clinic.",""
"721","2012-07-17T14:36:13+0000","If something's worth doing, it's worth doing rihgt.",""
"722","2015-01-13T23:35:16+0000","All you ever need to know about the difference between men and women is that women can and do describe shoes as ""fun.""",""
"723","2014-09-18T11:59:07+0000","My doctor said he's been practicing for 30 years. When will he start doing his job for real?",""
"724","2016-04-24T16:13:20+0000","It doesn't matter how many times you looked, when your mom looks, she will find what you were looking for.",""
"725","2011-01-13T03:55:33+0000","Eating 4 cans of alphabet soup will give you a giant vowel movement.",""
"726","2010-02-15T22:35:11+0000","Some days you just have to say ""screw it, I'm busting out the cookie dough.""",""
"727","2011-03-21T08:06:19+0000","Ordered clothes from Dick's Sporting Goods to be delivered to my work... Sounded like a good idea until a co-worker tells you that ""a box of dicks showed up for you""",""
"728","2015-06-15T13:32:54+0000","Roses are red. Facebook is blue. No mutual friends. Who the hell are you?",""
"729","2015-01-06T11:41:40+0000","Life is not like a box of chocolates... It's more like a jar of jalapenos: What you do today might burn your ass tomorrow!",""
"730","2011-02-21T09:24:17+0000","Bruce Jenner wears a dress in public and Vanity Fair asks him for a photo shoot. I wear a dress in public and the police ask me for a breathalyzer.",""
"731","2012-06-22T07:19:46+0000","It's only murder when they find a body. Up til then, it's just a missing person.",""
"732","2010-09-25T15:08:31+0000","Hipsters love Raiders of the Lost Ark because it's the first Indie film.",""
"733","2016-04-18T15:43:24+0000","Beware when taking a magician's exam; the test is loaded with trick questions.",""
"734","2015-11-12T12:18:36+0000","Why do we call it toilet paper? Does anyone wipe their toilet with it?",""
"735","2011-09-04T11:37:44+0000","So @NASA has found Tatooine; I wish they would find the planet that Jar Jar Binks is from so I can delete it from my sat nav.",""
"736","2010-03-13T08:22:29+0000","""Keeping Up with the Kardashians"" seems like it would be pretty easy. Khloe, in particular, looks very slow.",""
"737","2011-05-24T12:21:10+0000","If the tooth fairy isn't real, what the hell did my mom do with all my teeth?",""
"738","2015-11-16T14:42:06+0000","Considering that dogs pee to mark territory, they probably think humans are constantly battling over who gets to claim the toilet.",""
"739","2010-11-07T12:29:12+0000","From now on everyone should start saying ""No"" when asked to be put on hold.",""
"740","2015-12-12T10:06:20+0000","Movies are so unrealistic. This guy’s using his computer to access an alien ship & not once has it asked if he wants to upgrade Adobe Reader…",""
"741","2016-10-06T22:09:14+0000","Why would anyone lie about liking big butts?",""
"742","2012-11-07T21:15:27+0000","Toilet paper is a lot like money... You never seem to have any when you need it most!",""
"743","2010-06-06T01:34:40+0000","My wife found out that I was cheating. How? She found the letters I'd been hiding. She got real mad and said she'd never play Scrabble with me ever again.",""
"744","2015-06-26T19:19:58+0000","This Pokemon Go crap is getting ridiculous. I just saw a fight breakout between the pokebloods and the pokecrips.",""
"745","2014-04-08T06:07:57+0000","When life gets you down, just remember: It’s never too early or too late for a nap.",""
"746","2011-06-23T20:16:41+0000","Why can you wear a hoodie every day of the year & nobody cares but if you wear a shirt twice in a week you're suddenly homeless?",""
"747","2015-08-12T20:19:42+0000","Friday is my second favorite ""F"" word",""
"748","2012-05-12T01:06:53+0000","I'm not sure what my spirit animal is, but I'm sure it has Rabies.",""
"749","2010-07-19T18:18:31+0000","I wonder how many inmates have tried to use Morgan Freeman's Shawshank speech in front of a parole board.",""
"750","2015-09-27T00:22:47+0000","Water is the most essential element of life, because without water, you can’t make coffee.",""
"751","2011-05-02T18:59:35+0000","At a wedding reception someone yelled, ""All the married men please stand next to the person that made your life worth living."" The bartender was crushed to death.",""
"752","2013-10-02T01:33:16+0000","If ""The Shining"" came out today, it would be two hours of Jack Nicholson browsing the internet.",""
"753","2011-10-16T16:19:04+0000","If you want to be a leader with a large following, just obey the speed limit on a winding, two-lane road.",""
"754","2012-04-25T09:30:06+0000","I've recently stopped using products that are tested on animals. My dog hasn't had a meal in 2 days.",""
"755","2012-05-09T07:27:48+0000","My wife found out that I was cheating. How? She found the letters I'd been hiding. She got real mad and said she'd never play Scrabble with me ever again.",""
"756","2010-07-01T21:16:55+0000","I think all the women who don't get a rose on the Bachelor should at least get a cat as a consolation prize.",""
"757","2014-12-15T05:56:06+0000","If nothing ever sticks to TEFLON, how do they make TEFLON stick to the pan?",""
"758","2010-07-23T20:41:25+0000","I don't half-ass anything, I prefer to make a complete ass of myself.",""
"759","2013-02-13T20:14:05+0000","I won't say I did some terrible things last night, but Lindsay Lohan woke up on my couch and won't make eye contact with me.",""
"760","2011-09-02T17:10:19+0000","Is it odd to anyone else that a telephone makes sound travel faster than the speed of sound?",""
"761","2015-12-05T00:34:27+0000","I once had a goldfish that could break-dance on carpet, but only for like 20 seconds...",""
"762","2011-04-14T13:32:25+0000","If you ever google ""Gary Oldman"" for Pete's sake don't forget the ""R""",""
"763","2015-08-24T09:43:22+0000","The best things in life are free, but they still screw you on shipping.",""
"764","2015-06-05T18:08:40+0000","For all those who answer ""how's it goin?"" with ""can't complain"", please review your Facebook statuses",""
"765","2016-05-17T00:19:04+0000","I really need a day between Saturday and Sunday.",""
"766","2012-10-09T23:29:01+0000","Having a dry wedding is a great way to reduce the number of RSVP’s.",""
"767","2016-05-21T21:13:15+0000","OK, I'm not an advertising specialist but seriously McDonald's, what the hell were you thinking?!? Somebody asked me the other day if I'd tried a McDonald's McWrap. I said ""Why would I eat something called McCrap?!?""",""
"768","2011-05-17T09:51:30+0000","Studies show that 6 out of 7 dwarfs aren't happy.",""
"769","2015-11-04T05:09:59+0000","I can explain it to you, but I can’t understand it for you.",""
"770","2012-12-10T07:28:14+0000","Why don't you slip into something a little more comfortable? ...like a coma.",""
"771","2010-10-07T00:38:28+0000","My gold fish gets so happy when I take him out of the tank, he starts jumping.",""
"772","2014-10-08T08:29:10+0000","I ordered a chicken and an egg from Amazon. I’ll let you know...",""
"773","2015-06-04T22:36:09+0000","You know you're too drunk to drive when you swerve to miss a tree, and then realize it was just your air freshener hanging from the rear view mirror.",""
"774","2013-01-14T00:46:39+0000","The comment threads on YouTube are the trailer parks of the Internet.",""
"775","2012-07-22T04:31:50+0000","Preparing for the worst, keeping buckets handy & filling the bathtub w/ water so I can flush the toilet. What hurricane? Mexican for dinner.",""
"776","2014-04-24T07:56:00+0000","I never understood the phrase ""money doesn't grow on trees."" Money IS made out of paper, right?",""
"777","2013-05-03T22:52:32+0000","Saying ""your mom"" is like the easiest joke...but then again..so is your mom.",""
"778","2011-08-15T16:51:01+0000","My office Christmas party is tonight, which means my office apology party will be tomorrow.",""
"779","2011-01-05T01:44:51+0000","I couldn't quite remember how to throw a boomerang, but eventually it came back to me.",""
"780","2015-06-05T00:11:15+0000","Is the Hallmark Channel for people who got a greeting card and said, ""Wow, I could watch a half hour of this!""?",""
"781","2016-06-05T10:53:44+0000","The reason swans mate for life is because they don't talk.",""
"782","2015-05-15T01:29:09+0000","There's no better way to announce to the world you seek its approval than to scream you don't need it. A fish never claims it is a swimmer.",""
"783","2012-05-08T18:12:48+0000","Is it hibernation time yet?",""
"784","2012-01-18T05:24:28+0000","Old people at weddings always poke me n say ""You're Next"". So I started doing the same to them at funerals....",""
"785","2016-04-18T01:13:48+0000","As clever as they are, you'd think the Scooby-Doo gang could better identify cheap rubber masks.",""
"786","2015-02-04T07:40:17+0000","Caterpillars have it made. They eat a lot, go to sleep, then wake up beautiful.",""
"787","2011-10-26T03:59:24+0000","I'm not stealing my neighbor's WiFi, their WiFi is trespassing into my house.",""
"788","2010-02-24T16:08:01+0000","I want to live in a world where the Food Network delivers.",""
"789","2012-05-17T12:13:15+0000","After reading this sentence you will realize that the the brain doesn't recongnize a second ""the""",""
"790","2013-01-19T11:07:00+0000","We're all so mature until a friend comes along with bubble wrap.",""
"791","2011-10-10T09:52:14+0000","Some people are only alive because it's illegal to shoot them.",""
"792","2014-04-17T08:34:17+0000","I find it amusing that Kanye West sang about gold diggers, and now he's with one.",""
"793","2016-12-16T00:56:32+0000","I am never having kids. Everything they do is your fault...",""
